content_cleaned,content_segmented,sentiment,sentiment_label,score,bank_name
"cho chụp màn hình dùm cái.giờ cái tài khoản của mình còn không cho chụp nữa thì cũng đến chịu đấy, bộ làm ăn phi pháp ạ mà không cho chụp vậy","cho chụp màn_hình dùm cái . giờ cái tài_khoản của mình còn không cho chụp nữa thì cũng đến chịu đấy , bộ làm_ăn phi_pháp ạ mà không cho chụp vậy",positive,1,4,BIDV
trên thiết bị xiaomi 14t đang báo lỗi quý khách đsx thay đổi thông tin.quý khách vui lòng đăng nhập lại dù đăng nhập lại cũng không được và xoá đi tải lại cũng không được,trên thiết_bị xiaomi 14 t đang báo lỗi quý khách đsx thay_đổi thông_tin . quý khách vui_lòng đăng_nhập lại dù đăng_nhập lại cũng không được và xóa đi_tải lại cũng không được,positive,1,4,BIDV
đã khắc phục được lỗi đăng nhập vân tay,đã khắc_phục được lỗi đăng_nhập vân tay,positive,1,4,BIDV
"bidv cập nhật lên bị mất tính năng chọn vào giao dịch và phân loại thêm vào số thu chỉ rồi, bây giờ phải add tay từng giao dịch thu chỉ mệt quá vì không nhớ hết. mong bidv cải tiến vấn đề này","bidv cập_nhật lên bị mất tính_năng chọn vào giao_dịch và phân_loại thêm vào số thu chỉ rồi , bây_giờ phải add tay từng giao_dịch thu chỉ mệt quá vì không nhớ hết . mong_bidv cải_tiến vấn_đề này",positive,1,4,BIDV
màn hình xác nhận giao dịch nên có thêm dòng số tiền bằng chữ để khi xác nhận lại trước khi gửi tránh nhầm lẫn,màn_hình xác_nhận giao_dịch nên có thêm dòng số tiền bằng chữ để khi xác_nhận lại trước khi gửi tránh nhầm_lẫn,positive,1,4,BIDV
giao diện mới của ngày 25 7 2025 khá đẹp mắt với biểu tượng tháp rùa thủ đô hà nội,giao_diện mới của ngày 25 7 2025 khá đẹp_mắt với biểu_tượng tháp rùa thủ_đô hà_nội,positive,1,4,BIDV
"tạm thời chấp nhận đc, hi vọng bidv sẽ đổi phong nền tối đằng sau, bạn có thể sử dụng nền xanh nhạt giống bản trước sẽ phù hợp hơn. nên nhờ rắng ứng dụng ngân hàng rất quan trọng và người lớn tuổi họ không thể theo kịp được đâu. đừng có thay đổi một cách nhanh quá. tuy mình trẻ nhưng mình nói thật nhìn nó không ổn đâu!","tạm_thời chấp_nhận đc , hi_vọng bidv sẽ đổi phong nền tối đằng sau , bạn có_thể sử_dụng nền xanh nhạt giống bản trước sẽ phù_hợp hơn . nên nhờ rắng ứng_dụng ngân_hàng rất quan_trọng và người_lớn_tuổi họ không_thể theo kịp được đâu . đừng có thay_đổi một_cách nhanh quá . tuy mình trẻ nhưng mình nói thật nhìn nó không ổn đâu !",positive,1,4,BIDV
"ban đầu tính cho 5 mà ứng dụng hay bảo trì quá, mấy lần không mang tiền mặt mà thanh toán bằng ứng dụng không được, ngại cực kỳ. 1 . 09 02 2025 thấy ứng dụng hoạt động ok rồi, nhưng mà hay crash ứng dụng quá nha, nhất là trong phần scan qr. cho 2 fix xong tính sau nhé 25 07 2025 thấy ứng dụng lên giao diện mới đẹp quá nè, tiện nữa. mấy bug trên fix hết rồi, mà qr scan hơi phèn nhé không hợp tone, với lúc đang nhập tiền quen nhấn back để tắt bàn phím thì thoát ra ngoài luôn, khá là khó chịu. 4 thôi","ban_đầu tính cho 5 mà ứng_dụng hay bảo_trì quá , mấy lần không mang tiền_mặt mà thanh_toán bằng ứng_dụng không được , ngại cực_kỳ . 1 . 09 02 2025 thấy ứng_dụng hoạt_động ok rồi , nhưng_mà hay crash ứng_dụng quá nha , nhất_là trong phần scan qr . cho 2 fix xong tính sau nhé 25 07 2025 thấy ứng_dụng lên giao_diện mới đẹp quá nè , tiện nữa . mấy bug trên fix hết rồi , mà qr scan hơi phèn nhé không hợp_tone , với lúc đang nhập tiền quen nhấn back để tắt bàn_phím thì thoát ra ngoài luôn , khá là khó_chịu . 4 thôi",positive,1,4,BIDV
đang ở giao diện cũ ok đổi sang giao diện mới xấu xấu còn khó dùng,đang ở giao_diện cũ ok đổi sang giao_diện mới xấu xấu còn khó dùng,positive,1,4,BIDV
"mới cập nhật xong,cài đặt vân tay mãi không được","mới cập_nhật xong , cài_đặt vân_tay mãi không được",positive,1,4,BIDV
"chưa đăng nhập được bằng khuôn mặt, cần cải thiện thêm","chưa đăng_nhập được bằng khuôn_mặt , cần cải_thiện thêm",positive,1,4,BIDV
cập nhật xong vân tay không dùng được luôn,cập_nhật xong vân tay_không dùng được luôn,positive,1,4,BIDV
giao diện mới mà mình đăng nhập không được.,giao_diện mới mà mình đăng_nhập không được .,positive,1,4,BIDV
cập nhật xong vô văng ra,cập_nhật xong vô văng ra,positive,1,4,BIDV
"dùng tương đối thuận lợi, phí ck ngoài bidv hơi cao, trong khi một số nh miễn phí.tại như thế nào ứng dụng thông báo cập nhật phiên bản mới mà không cập nhật được, không đăng nhập vào ứng dụng được?","dùng tương_đối thuận_lợi , phí ck ngoài bidv hơi cao , trong khi một_số nh miễn_phí . tại như_thế_nào ứng_dụng thông_báo cập_nhật phiên_bản mới mà không cập_nhật được , không đăng_nhập vào ứng_dụng được ?",positive,1,4,BIDV
"phải đi đến ngân hàng xin cấp lại mật khẩu và ngân hàng tự trừ phí 11.0đ. trước đó, tôi có thể cập nhật lại mật khẩu ngay trên điện thoại, nhưng bây giờ thì không. thay vì đổi mới để khách hàng trải nghiệm tốt hơn thì giờ đây ngân hàng lại làm mất thời gian và thu phí người dùng","phải đi đến ngân_hàng xin cấp lại mật_khẩu và ngân_hàng tự trừ_phí 11.0 đ . trước đó , tôi có_thể cập_nhật lại mật_khẩu ngay trên điện_thoại , nhưng bây_giờ thì không . thay_vì đổi_mới để khách_hàng trải_nghiệm tốt hơn thì giờ_đây ngân_hàng lại làm mất thời_gian và thu phí người dùng",positive,1,4,BIDV
hiện tại giao dịch không dùng tiền mặt đang phổ biến nếu như không muốn nói là gần như 100 . nên cho người dùng tự lựa chọn điều chỉnh linh hoạt số tiền xác thực bằng vân tay từ 5 triệu đổ xuống để tránh nhầm lẫn thay vì không giới hạn mức tối đa như hiện tại.,hiện_tại giao_dịch không dùng tiền_mặt đang phổ_biến nếu_như không muốn nói là gần như 100 . nên cho người dùng tự lựa_chọn điều_chỉnh linh_hoạt số tiền xác_thực bằng vân tay từ 5 triệu đổ xuống để tránh nhầm_lẫn thay_vì không giới_hạn_mức tối_đa như hiện_tại .,positive,1,4,BIDV
"có thể cập nhật nhanh giúp em không? ví em còn có 10k thôi, tiền trong tài khoản hết rồi","có_thể cập_nhật nhanh giúp em không ? ví em còn có 10 k thôi , tiền trong tài_khoản hết rồi",positive,1,4,BIDV
"hay bị lỗi thanh toán làm tôi khó sử khi đi ăn mua sắm, ăn uống","hay bị lỗi thanh_toán làm tôi khó sử khi đi ăn mua_sắm , ăn_uống",positive,1,4,BIDV
có cách nào cập nhật ứng dụng k. khi trang không hiện phần cập nhật. mà gửi tiền nó cứ bắt cập nhật ứng dụng,có cách nào cập_nhật ứng_dụng k . khi trang không hiện phần cập_nhật . mà gửi tiền nó cứ bắt_cập_nhật ứng_dụng,positive,1,4,BIDV
mạng vào bidv sang lắc quá đi..k được cải tiến,mạng vào bidv sang lắc quá đi .._k được cải_tiến,positive,1,4,BIDV
cứ bảo cập nhật mới mà vào ứng dụng có phiên bản cập nhật đâu,cứ bảo_cập_nhật mới mà vào ứng_dụng có phiên_bản cập_nhật đâu,positive,1,4,BIDV
cạp nhật tính nâng mới ở đâu vậy có thấy cập nhật nào đâu,cạp nhật_tính nâng mới ở đâu vậy có thấy cập_nhật nào đâu,positive,1,4,BIDV
ok,ok,positive,1,4,BIDV
đăng nhập mãi mới vào được,đăng_nhập mãi mới vào được,positive,1,4,BIDV
như thế nào tôi tải về mà không thấy hiện thị trên màn hình nhỉ.lúc nào muốn đăng nhập phải vào bên chplay,như_thế_nào tôi tải về mà không thấy hiện_thị trên màn_hình nhỉ . lúc_nào muốn đăng_nhập phải vào bên chplay,positive,1,4,BIDV
như thế nào không đổi avatar được vậy?,như_thế_nào không đổi avatar được vậy ?,positive,1,4,BIDV
chất lượng ổn định,chất_lượng ổn_định,positive,1,4,BIDV
"nạp tiền đt nhiều lúc tiền không nhận được. có khiếu nại cũng không, không khiếu nại để làm cái gì?","nạp tiền đt nhiều lúc tiền không nhận được . có khiếu_nại cũng không , không khiếu_nại để làm cái gì ?",positive,1,4,BIDV
nay ok rồi cho lên 4 như thế nào,nay ok rồi cho lên 4 như_thế_nào,positive,1,4,BIDV
ok,ok,positive,1,4,BIDV
tài khoản bị khoá có thể mở tại nhà được không,tài_khoản bị khóa có_thể mở tại nhà được không,positive,1,4,BIDV
ok,ok,positive,1,4,BIDV
công việc việt nam của bidv,công_việc việt_nam của bidv,positive,1,4,BIDV
"tự dưng cập nhập đổi hết giao diện, khó sử dụng","tự_dưng cập nhập đổi hết giao_diện , khó sử_dụng",positive,1,4,BIDV
hay không cấp lại mật khẩu,hay không cấp lại mật_khẩu,positive,1,4,BIDV
không hỗ trợ đăng ký tk.,không hỗ_trợ đăng_ký tk .,positive,1,4,BIDV
tốt,tốt,positive,1,4,BIDV
có ai cập nhât không được không ạ ?? e cập nhật không được,có ai cập nhât không được không ạ ? ? e_cập_nhật không được,positive,1,4,BIDV
ứng dụng trừ phí hơi nhìu ạ vd nữa là lâu không log vào là lại phải ra n hang như ứng dụng tự log người dùng sau một thời gian vậy,ứng_dụng trừ phí hơi nhìu ạ vd nữa là lâu không log vào là lại phải ra n_hang như ứng_dụng tự log người dùng sau một thời_gian vậy,positive,1,4,BIDV
iu bidv,iu bidv,positive,1,4,BIDV
với ap trừ 66k lý do phi thuong nien the với trừ hằng 66k vãi,với ap_trừ 66 k lý_do phi_thuong nien_the với trừ hằng 66 k vãi,positive,1,4,BIDV
ok lắm,ok lắm,positive,1,4,BIDV
ok,ok,positive,1,4,BIDV
tốt,tốt,positive,1,4,BIDV
tốt,tốt,positive,1,4,BIDV
viết mật khẩu nó nhẩy loạn quá,viết mật_khẩu nó nhẩy_loạn quá,positive,1,4,BIDV
nộp phí tháng nhiều,nộp phí tháng nhiều,positive,1,4,BIDV
ứng dụng tuyệt vời ạ!,ứng_dụng tuyệt_vời ạ !,positive,1,4,BIDV
"bản cập nhật mới gây khó chịu quá, thực hiện chuyển khoản được nhưng sử dụng các thanh toán khác thì không được,sau khi xác thực thanh toán thì không hiện bill và cũng không hoàn tất và bị out yêu cầu đăng nhập lại","bản cập_nhật mới gây khó_chịu quá , thực_hiện chuyển_khoản được nhưng sử_dụng các thanh_toán khác thì không được , sau khi xác_thực thanh_toán thì không hiện bill và cũng không hoàn_tất và bị out yêu_cầu đăng_nhập lại",positive,1,4,BIDV
"có kẹt vô vaytotnhat nhận 5tr trả dần tới khi chênh 200k thôi. tôi là một người dùng bidv, và tôi đã không thể nào đăng nhập vào lại ứng dụng chỉ vì nó cứ bắt cập nhật lại vân tay mà không hề báo tôi, từ lúc lập cảm ơn tôi đã sài vân tay nên quên mk, và nó hết hạn không dùng được vân tay nữa, trong khi tôi ở nước ngoài số vn không sài được, tôi thật sự đã hết cách!","có kẹt vô vaytotnhat nhận 5 tr trả dần tới khi chênh 200 k thôi . tôi là một người dùng bidv , và tôi đã không_thể_nào đăng_nhập vào lại ứng_dụng chỉ vì nó cứ bắt_cập_nhật lại vân_tay mà không hề báo tôi , từ lúc lập cảm_ơn tôi đã sài vân tay nên quên mk , và nó hết hạn không dùng được vân tay nữa , trong khi tôi ở nước_ngoài số vn không sài được , tôi thật_sự đã hết cách !",positive,1,5,BIDV
"cả hai vợ chồng tôi đã đăng kí dịch vụ mở tài khoản qua cty ở ngân hàng bidv hơn 20 năm rồi.tôi thấy ngân hàng bidv rất tốt, vợ chồng tôi đã từng được ngân hàng bidv hỗ trợ vay trả góp để xây nhà, mua đồ tiêu dùng. với lãi suất ưu đãi thấp, nhân viên làm việc với khách hàng cũng thân thiện, gửi tiền tiết kiệm mực lãi suất tương đối ổn và đặc biệt vợ chồng tôi cảm thấy yên tâm,tin tưởng khi gửi tiền cũng như làm mọi giao dịch tại ngân hàng bidv.tôi chúc ngân hàng bidv ngày càng phát triển hơn ạ","cả hai vợ_chồng tôi đã đăng_kí dịch_vụ mở tài_khoản qua cty ở ngân_hàng bidv hơn 20 năm rồi . tôi thấy ngân_hàng bidv rất tốt , vợ_chồng tôi đã từng được ngân_hàng bidv hỗ_trợ vay trả_góp để xây nhà , mua đồ tiêu_dùng . với lãi_suất ưu_đãi thấp , nhân_viên làm_việc với khách_hàng cũng thân_thiện , gửi tiền tiết_kiệm mực lãi_suất tương_đối ổn và đặc_biệt vợ_chồng tôi cảm_thấy yên_tâm , tin_tưởng khi gửi tiền cũng như làm mọi giao_dịch tại ngân_hàng bidv . tôi chúc ngân_hàng bidv ngày_càng phát_triển hơn ạ",positive,1,5,BIDV
"good app. cần 5tr góp từng tháng vô vaytotnhat, về ngay này.","good app . cần 5 tr_góp từng tháng vô_vaytotnhat , về ngay này .",positive,1,5,BIDV
dù g rất tốt luôn đó nhé mọi người,dù g rất tốt luôn đó nhé mọi người,positive,1,5,BIDV
ok rất hài lòng với ứng dụng với ngâng hàng.,ok rất hài_lòng với ứng_dụng với ngâng hàng .,positive,1,5,BIDV
quá tuyệt vời,quá tuyệt_vời,positive,1,5,BIDV
tốt,tốt,positive,1,5,BIDV
ok,ok,positive,1,5,BIDV
tốt,tốt,positive,1,5,BIDV
ok,ok,positive,1,5,BIDV
ok,ok,positive,1,5,BIDV
được,được,positive,1,5,BIDV
good ứng dụng,good ứng_dụng,positive,1,5,BIDV
tuyep voi,tuyep voi,positive,1,5,BIDV
xuất sắc,xuất_sắc,positive,1,5,BIDV
rất tốt,rất tốt,positive,1,5,BIDV
,,positive,1,5,BIDV
"good app, ai cần 6tr góp tháng trả 500 cành trong năm thì vô vaytotnhat hen. rất bực mình,mấy ngày mới kích hoạt được,kích hoạt rồi đăng nhập không được, toàn thông báo yêu cầu của quý khách đang bị dán đoạn. chán.","good app , ai cần 6 tr góp tháng trả 500 cành trong năm thì vô vaytotnhat_hen . rất bực_mình , mấy ngày mới kích_hoạt được , kích_hoạt rồi đăng_nhập không được , toàn thông_báo yêu_cầu của quý_khách đang bị dán đoạn . chán .",positive,1,5,BIDV
"nhớ vô trang mình, vay 5tr góp trong 9th chia đều 600k tháng nhé. rất bực mình,mấy ngày mới kích hoạt được,kích hoạt rồi đăng nhập không được, toàn thông báo yêu cầu của quý khách đang bị dán đoạn. chán.","nhớ vô_trang mình , vay 5 tr góp trong 9 th chia đều 600 k tháng nhé . rất bực_mình , mấy ngày mới kích_hoạt được , kích_hoạt rồi đăng_nhập không được , toàn thông_báo yêu_cầu của quý_khách đang bị dán đoạn . chán .",positive,1,5,BIDV
"good app. ai vô đúng vaytotnhat có 5tr nhe. rất bực mình,mấy ngày mới kích hoạt được,kích hoạt rồi đăng nhập không được, toàn thông báo yêu cầu của quý khách đang bị dán đoạn. chán.","good app . ai vô đúng vaytotnhat có 5 tr nhe . rất bực_mình , mấy ngày mới kích_hoạt được , kích_hoạt rồi đăng_nhập không được , toàn thông_báo yêu_cầu của quý_khách đang bị dán đoạn . chán .",positive,1,5,BIDV
bidv mà có thêm tính năng nộp thuế hải quan thì quá hây. hy vọng có thêm tính năng này.,bidv mà có thêm tính_năng nộp thuế hải_quan thì quá hây . hy_vọng có thêm tính_năng này .,positive,1,5,BIDV
good ung dung vô vaytotnhat đảm bảo nhận 5tr oki vay phí 200k.,good ung_dung vô_vaytotnhat đảm_bảo nhận 5 tr oki vay phí 200 k .,positive,1,5,BIDV
"giờ vay 6tr trả 500k mỗi tháng, trong 1 năm thì vô trang tên tui.","giờ vay 6 tr trả 500 k mỗi tháng , trong 1 năm thì vô_trang tên tui .",positive,1,5,BIDV
nhanh va an tam cam on dich vu,nhanh va_an tam_cam_on dich vu,positive,1,5,BIDV
chuyển tiền rất nhanh cảm ơn ngân hàng,chuyển tiền rất nhanh cảm_ơn ngân_hàng,positive,1,5,BIDV
ok phục vụ rất tốt,ok phục_vụ rất tốt,positive,1,5,BIDV
đánh giá cao,đánh_giá cao,positive,1,5,BIDV
rất hài lòng,rất hài_lòng,positive,1,5,BIDV
rất tuyệt vời,rất tuyệt_vời,positive,1,5,BIDV
ok,ok,positive,1,5,BIDV
tốt,tốt,positive,1,5,BIDV
ok,ok,positive,1,5,BIDV
ok,ok,positive,1,5,BIDV
ok,ok,positive,1,5,BIDV
tuyệt vời,tuyệt_vời,positive,1,5,BIDV
tốt lắm,tốt lắm,positive,1,5,BIDV
rất tốt,rất tốt,positive,1,5,BIDV
hài lòng,hài_lòng,positive,1,5,BIDV
cảm ơn,cảm_ơn,positive,1,5,BIDV
"ứng dụng rất tốt, nhưng mong bidv trong thời gian tới sẽ có nhiều tiện ích ứng dụng hơn nữa như 1. hỗ trợ người dùng đăng nhập và cấp lại mật khẩu ứng dụng bằng vneid 2. tính năng tương tự như nêu trên cũng có thể cấp lại mật khẩu hay mã pin bằng nfc cách vận hành có thể từng bước như sau bước 1 lựa chọn phương thức cấp lại mật khẩu hoặc mã pin bước 2 quét gương mặt chủ tài khoản bước 3 vui lòng đọc 1 dãy số ngẫu nhiên hoặc số điện thoại hay số căn cước đăng của chủ tài khoản bidv bước","ứng_dụng rất tốt , nhưng mong_bidv trong thời_gian tới sẽ có nhiều tiện_ích ứng_dụng hơn_nữa như 1 . hỗ_trợ người dùng đăng_nhập và cấp lại mật_khẩu ứng_dụng bằng vneid 2 . tính_năng tương_tự như nêu trên cũng có_thể cấp lại mật_khẩu hay mã_pin bằng nfc cách vận_hành có_thể từng bước như sau bước 1 lựa_chọn phương_thức cấp lại mật_khẩu hoặc mã_pin bước 2 quét gương_mặt chủ_tài_khoản bước 3 vui_lòng đọc 1 dãy số ngẫu_nhiên hoặc số điện_thoại hay số căn_cước đăng của chủ_tài_khoản bidv bước",positive,1,5,BIDV
minh dung tại khoan nay rất co huu ich cho minj. qua tuyet voi. tang 5 sao.,minh_dung tại khoan nay rất co_huu ich cho minj . qua tuyet voi . tang 5 sao .,positive,1,5,BIDV
hài lòng với dịch vụ này để hiểu,hài_lòng với dịch_vụ này để hiểu,positive,1,5,BIDV
bình ngân hàng bidv,bình ngân_hàng bidv,positive,1,5,BIDV
ok quá tuyệt,ok quá tuyệt,positive,1,5,BIDV
rất hài lòng,rất hài_lòng,positive,1,5,BIDV
tốt,tốt,positive,1,5,BIDV
tốt,tốt,positive,1,5,BIDV
tốt,tốt,positive,1,5,BIDV
tốt,tốt,positive,1,5,BIDV
ok,ok,positive,1,5,BIDV
tốt,tốt,positive,1,5,BIDV
tốt,tốt,positive,1,5,BIDV
ok,ok,positive,1,5,BIDV
ok,ok,positive,1,5,BIDV
ok,ok,positive,1,5,BIDV
ok,ok,positive,1,5,BIDV
tốt,tốt,positive,1,5,BIDV
tốt,tốt,positive,1,5,BIDV
rất tốt,rất tốt,positive,1,5,BIDV
đề nghị ngân hàng sử dụng mắt ẩn số tiền dư trên tài khoản tránh người khác chú ý. xin cảm ơn,đề_nghị ngân_hàng sử_dụng mắt ẩn_số tiền dư trên tài_khoản tránh người khác chú_ý . xin cảm_ơn,positive,1,5,BIDV
an toàn tiện lợi và nhanh chóng. nhưng mà trừ cảm ơn đóng lãi hơi cao so với ngân hàng khác,an_toàn tiện_lợi và nhanh_chóng . nhưng_mà trừ cảm_ơn đóng lãi hơi cao so với ngân_hàng khác,positive,1,5,BIDV
ok tôi rất chân thành cảm ơn bidv do bản thân tôi đã đi đúng lối của sự đầu tư và phát triển đúng nghĩa với như cầu của thời đại !,ok tôi rất chân_thành cảm_ơn bidv do bản_thân tôi đã đi đúng lối của sự đầu_tư và phát_triển đúng nghĩa với như cầu của thời_đại !,positive,1,5,BIDV
ngân hàng kiểu gì đây? vừa đổi mình 10s trước 10s sau vào lại báo không đúng mk? xong quên mình lại báo thiết bị không đáp ứng điều kiện ?,ngân_hàng kiểu gì đây ? vừa đổi mình 10 s trước 10 s sau vào lại báo không đúng mk ? xong quên_mình lại báo thiết_bị không đáp_ứng điều_kiện ?,positive,1,5,BIDV
tốt. ứng dụng xài mượt. chuyển tiền và nhân tiền nhanh. xài ngân hàng khác đơ quá nên đổi xài ngân hàng bidv này thấy tốt.,tốt . ứng_dụng xài mượt . chuyển tiền và nhân tiền nhanh . xài ngân_hàng khác đơ quá nên đổi xài ngân_hàng bidv này thấy tốt .,positive,1,5,BIDV
bidv là nguồn tài sản việt nam góp gdp việt nam để sánh vai với các cường quốc,bidv là nguồn tài_sản việt_nam góp gdp việt_nam để sánh_vai với các cường_quốc,positive,1,5,BIDV
"hữu dụng, tiện lợi và rất công nghệ.","hữu_dụng , tiện_lợi và rất công_nghệ .",positive,1,5,BIDV
sử dụng sơ hở là bảo trì định chuyển tiền mà cứ bảo bảo trì,sử_dụng sơ_hở là bảo_trì định chuyển tiền mà cứ bảo bảo_trì,positive,1,5,BIDV
e mở cảm ơn ghi nợ nội địa ra cây ngân hàng,e mở cảm_ơn ghi nợ nội_địa ra cây ngân_hàng,positive,1,5,BIDV
"dễ sử dụng, ít lối hơn agri","dễ sử_dụng , ít lối hơn agri",positive,1,5,BIDV
tôi rất hài lòng với bidv smartbanking.,tôi rất hài_lòng với bidv smartbanking .,positive,1,5,BIDV
tốt nhưng ít có thông báo,tốt nhưng ít có thông_báo,positive,1,5,BIDV
an toàn .nhân viên nhiệt tình,an_toàn . nhân_viên nhiệt_tình,positive,1,5,BIDV
bidv ck quét qr rất nhanh ok lắm,bidv ck quét qr rất nhanh_ok lắm,positive,1,5,BIDV
thường xuyên báo lỗi. ứng dụng load chậm.,thường_xuyên báo lỗi . ứng_dụng load chậm .,positive,1,5,BIDV
thuận tiện nhanh gọn.,thuận_tiện nhanh gọn .,positive,1,5,BIDV
tôi thấy rất hài lòng,tôi thấy rất hài_lòng,positive,1,5,BIDV
rất hài lòng tuyệt vời,rất hài_lòng tuyệt_vời,positive,1,5,BIDV
bidv dùng rất tốt,bidv dùng rất tốt,positive,1,5,BIDV
thuận lợi thiết thực,thuận_lợi thiết_thực,positive,1,5,BIDV
"rất tốt,,","rất tốt , ,",positive,1,5,BIDV
tuyệt vời.,tuyệt_vời .,positive,1,5,BIDV
rất tuyệt vời,rất tuyệt_vời,positive,1,5,BIDV
rất tuyệt ạ,rất tuyệt_ạ,positive,1,5,BIDV
ok,ok,positive,1,5,BIDV
ok,ok,positive,1,5,BIDV
ok,ok,positive,1,5,BIDV
tốt,tốt,positive,1,5,BIDV
good,good,positive,1,5,BIDV
tốt,tốt,positive,1,5,BIDV
ok,ok,positive,1,5,BIDV
ok,ok,positive,1,5,BIDV
tốt,tốt,positive,1,5,BIDV
good,good,positive,1,5,BIDV
ok,ok,positive,1,5,BIDV
tốt,tốt,positive,1,5,BIDV
ok,ok,positive,1,5,BIDV
ok,ok,positive,1,5,BIDV
tuyệt,tuyệt,positive,1,5,BIDV
tốt,tốt,positive,1,5,BIDV
tốt,tốt,positive,1,5,BIDV
thuận tiện,thuận_tiện,positive,1,5,BIDV
tôi thấy rất tốt,tôi thấy rất tốt,positive,1,5,BIDV
nh rất ấn toàn trong thời gian tới thăm gia,nh rất ấn toàn trong thời_gian tới thăm_gia,positive,1,5,BIDV
chưa có thời gian đi đăng ký lại.,chưa có thời_gian đi đăng_ký lại .,positive,1,5,BIDV
rất tiện dụng,rất tiện_dụng,positive,1,5,BIDV
hay,hay,positive,1,5,BIDV
ứng dụng hay và tiện lợi,ứng_dụng hay và tiện_lợi,positive,1,5,BIDV
hay hay,hay hay,positive,1,5,BIDV
dag trải nghiệm sài ạ,dag trải_nghiệm sài ạ,positive,1,5,BIDV
ok,ok,positive,1,5,BIDV
ok ok,ok ok,positive,1,5,BIDV
tốt,tốt,positive,1,5,BIDV
tuyệt vời,tuyệt_vời,positive,1,5,BIDV
rất tốt,rất tốt,positive,1,5,BIDV
bidv smartbanking. cảm ơn,bidv smartbanking . cảm_ơn,positive,1,5,BIDV
rất tốt,rất tốt,positive,1,5,BIDV
ngon. lun,ngon . lun,positive,1,5,BIDV
hài lòng,hài_lòng,positive,1,5,BIDV
ok fe,ok fe,positive,1,5,BIDV
tốt,tốt,positive,1,5,BIDV
ok,ok,positive,1,5,BIDV
ok,ok,positive,1,5,BIDV
i m stupid,i m stupid,positive,1,5,BIDV
cũng ok á,cũng ok á,positive,1,5,BIDV
ok,ok,positive,1,5,BIDV
rất hữu ích,rất hữu_ích,positive,1,5,BIDV
"không đem theo tiền mặc ,sài ngân hàng này chắc đội quần với người ta, cứ giao dịch là lỗi","không đem theo tiền mặc , sài ngân_hàng này chắc đội quần với người ta , cứ giao_dịch là lỗi",negative,0,1,Agribank
"đi mua trà sữa không mang theo tiền, ngồi chuyển khoản hoài mà vẫn không nhập được số tiền cần chuyển, cũng may là tìm một hồi cũng ra được mấy ngàn lẻ không thôi là ngủ lại luôn","đi mua trà sữa không mang theo tiền , ngồi chuyển_khoản hoài mà vẫn không nhập được số tiền cần chuyển , cũng may là tìm một hồi cũng ra được mấy ngàn lẻ không thôi là ngủ lại luôn",negative,0,1,Agribank
"cái ứng dụng gì mà sơ hở là lỗi. sơ hở bảo trì, nhiều khi ra đường ck mà đứng cả buổi chưa ck được , muốn đội quần với người ta .","cái ứng_dụng gì mà sơ_hở là lỗi . sơ_hở bảo_trì , nhiều khi ra đường ck mà đứng cả buổi chưa ck được , muốn đội quần với người ta .",negative,0,1,Agribank
cài lại máy. đăng nhập lại đúng mật khẩu cũ nó báo không đúng khóa mịa tk. trong khi ngày nào cũng đăng nhập bằng mật khẩu.,cài lại máy . đăng_nhập lại đúng mật_khẩu cũ nó báo không đúng khóa mịa tk . trong khi ngày nào cũng đăng_nhập bằng mật_khẩu .,negative,0,1,Agribank
"động đến giao dịch là lỗi, truy soát thì 3 ngày xử lý, cty mà không dùng cái ngân hàng này thì không bao giờ đụng vào, chả hiểu như thế nào vẫn có người dùng","động đến giao_dịch là lỗi , truy_soát thì 3 ngày xử_lý , cty mà không dùng cái ngân_hàng này thì không bao_giờ đụng vào , chả hiểu như_thế_nào vẫn có người dùng",negative,0,1,Agribank
"cứ tới ngày lễ tết là đội quần với người ta , nhà nước muốn chuyển đổi số mà ngân hàng lỗi không nhận , hoặc quay tít thò lò , ai sẽ tin vào nhà nước nữa","cứ tới ngày lễ_tết là đội quần với người ta , nhà_nước muốn chuyển_đổi số mà ngân_hàng lỗi không nhận , hoặc quay_tít thò lò , ai sẽ tin vào nhà_nước nữa",negative,0,1,Agribank
ứng dụng ngân hàng tệ nhất từng dùng. cứ thích bảo trì là btri không có 1 thông báo tới khách hàng. không tôn trọng khách hàng,ứng_dụng ngân_hàng tệ nhất từng dùng . cứ thích bảo_trì là btri không có 1 thông_báo tới khách_hàng . không tôn_trọng khách_hàng,negative,0,1,Agribank
"03 01 26 lại bị lỗi tương tự bản cập nhật 31 10 25 không tương thích android 16 đăng nhập vô bậc ra, đơ máy","03 01 26 lại bị lỗi tương_tự bản cập_nhật 31 10 25 không tương_thích android 16 đăng_nhập vô bậc ra , đơ máy",negative,0,1,Agribank
"rất bực bội , đăng kí 4g viettel ghi rõ ràng 2,5gb xài trong 2 ngày nhưng sau khi đăng kí nhìn lại chỉ được xài trong 1 ngày","rất bực_bội , đăng_kí 4 g viettel ghi rõ_ràng 2,5 gb xài trong 2 ngày nhưng sau khi đăng_kí nhìn lại chỉ được xài trong 1 ngày",negative,0,1,Agribank
